Episode,Total Reward,Goal Reached
604,82.0,True
605,82.0,True
606,-28.0,False
607,-113.0,False
608,83.0,True
609,-28.0,False
610,83.0,True
611,-114.0,False
612,-113.0,False
613,-28.0,False
614,82.0,True
615,-28.0,False
616,-113.0,False
617,82.0,True
618,82.0,True
619,-29.0,False
620,82.0,True
621,82.0,True
622,82.0,True
623,-29.0,False
624,82.0,True
625,-28.0,False
626,-113.0,False
627,-28.0,False
628,82.0,True
629,82.0,True
630,82.0,True
631,82.0,True
632,82.0,True
633,82.0,True
634,-29.0,False
635,-29.0,False
636,81.0,True
637,82.0,True
638,-113.0,False
639,-28.0,False
640,-28.0,False
641,82.0,True
642,82.0,True
643,82.0,True
644,-113.0,False
645,-28.0,False
646,82.0,True
647,82.0,True
648,-114.0,False
649,82.0,True
650,82.0,True
651,-28.0,False
652,81.0,True
653,-28.0,False
654,82.0,True
655,82.0,True
656,81.0,True
657,82.0,True
658,82.0,True
659,-113.0,False
660,-28.0,False
661,-28.0,False
662,-113.0,False
663,82.0,True
664,-113.0,False
665,82.0,True
666,81.0,True
667,-29.0,False
668,82.0,True
669,-113.0,False
670,-28.0,False
671,-28.0,False
672,-28.0,False
673,81.0,True
674,-28.0,False
675,82.0,True
676,-29.0,False
677,82.0,True
678,81.0,True
679,82.0,True
680,82.0,True
681,-28.0,False
682,82.0,True
683,82.0,True
684,-29.0,False
685,82.0,True
686,82.0,True
687,82.0,True
688,82.0,True
689,82.0,True
690,81.0,True
691,-113.0,False
692,-29.0,False
693,82.0,True
694,82.0,True
695,-113.0,False
696,82.0,True
697,82.0,True
698,-113.0,False
699,-28.0,False
700,82.0,True
701,83.0,True
702,81.0,True
703,81.0,True
704,82.0,True
705,81.0,True
706,82.0,True
707,82.0,True
708,82.0,True
709,-28.0,False
710,-113.0,False
711,82.0,True
712,82.0,True
713,82.0,True
714,82.0,True
715,82.0,True
716,-28.0,False
717,82.0,True
718,-113.0,False
719,81.0,True
720,-113.0,False
721,-28.0,False
722,-29.0,False
723,82.0,True
724,-113.0,False
725,-28.0,False
726,81.0,True
727,82.0,True
728,-28.0,False
729,82.0,True
730,82.0,True
731,82.0,True
732,82.0,True
733,83.0,True
734,82.0,True
735,-113.0,False
736,82.0,True
737,-113.0,False
738,-113.0,False
739,82.0,True
740,82.0,True
741,82.0,True
742,82.0,True
743,-28.0,False
744,-28.0,False
745,-28.0,False
746,81.0,True
747,82.0,True
748,82.0,True
749,-29.0,False
750,82.0,True
751,-28.0,False
752,82.0,True
753,-114.0,False
754,82.0,True
755,82.0,True
756,-28.0,False
757,-29.0,False
758,-28.0,False
759,82.0,True
760,82.0,True
761,-28.0,False
762,82.0,True
763,81.0,True
764,82.0,True
765,-113.0,False
766,-28.0,False
767,82.0,True
768,-28.0,False
769,82.0,True
770,-113.0,False
771,-28.0,False
772,-113.0,False
773,82.0,True
774,-28.0,False
775,82.0,True
776,82.0,True
777,-113.0,False
778,82.0,True
779,81.0,True
780,-28.0,False
781,82.0,True
782,82.0,True
783,-29.0,False
784,82.0,True
785,-113.0,False
786,-29.0,False
787,82.0,True
788,82.0,True
789,-28.0,False
790,82.0,True
791,83.0,True
792,82.0,True
793,-28.0,False
794,-113.0,False
795,-28.0,False
796,82.0,True
797,-113.0,False
798,82.0,True
799,82.0,True
800,81.0,True
801,82.0,True
802,82.0,True
803,82.0,True
804,-28.0,False
805,82.0,True
806,81.0,True
807,82.0,True
808,82.0,True
809,-113.0,False
810,-28.0,False
811,82.0,True
812,82.0,True
813,82.0,True
814,-28.0,False
815,-113.0,False
816,82.0,True
817,-28.0,False
818,-113.0,False
819,82.0,True
820,-29.0,False
821,-28.0,False
822,83.0,True
823,-28.0,False
824,-28.0,False
825,82.0,True
826,-113.0,False
827,-113.0,False
828,82.0,True
829,-28.0,False
830,-28.0,False
831,82.0,True
832,-28.0,False
833,82.0,True
834,-113.0,False
835,-28.0,False
836,82.0,True
837,82.0,True
838,82.0,True
839,-28.0,False
840,82.0,True
841,82.0,True
842,-28.0,False
843,81.0,True
844,82.0,True
845,81.0,True
846,-28.0,False
847,82.0,True
848,82.0,True
849,-113.0,False
850,82.0,True
851,82.0,True
852,81.0,True
853,-29.0,False
854,-28.0,False
855,-113.0,False
856,82.0,True
857,82.0,True
858,82.0,True
859,81.0,True
860,82.0,True
861,82.0,True
862,-28.0,False
863,-28.0,False
864,-29.0,False
865,82.0,True
866,82.0,True
867,-29.0,False
868,82.0,True
869,82.0,True
870,82.0,True
871,-114.0,False
872,-28.0,False
873,-28.0,False
874,-28.0,False
875,82.0,True
876,-29.0,False
877,82.0,True
878,82.0,True
879,82.0,True
880,-28.0,False
881,81.0,True
882,82.0,True
883,82.0,True
884,-113.0,False
885,82.0,True
886,82.0,True
887,82.0,True
888,-28.0,False
889,82.0,True
890,82.0,True
891,82.0,True
892,82.0,True
893,82.0,True
894,82.0,True
895,82.0,True
896,82.0,True
897,82.0,True
898,82.0,True
899,-28.0,False
900,82.0,True
901,81.0,True
902,82.0,True
903,82.0,True
904,82.0,True
905,-28.0,False
906,82.0,True
907,82.0,True
908,-28.0,False
909,82.0,True
910,83.0,True
911,82.0,True
912,-28.0,False
913,82.0,True
914,82.0,True
915,-113.0,False
916,82.0,True
917,82.0,True
918,-113.0,False
919,82.0,True
920,82.0,True
921,-28.0,False
922,82.0,True
923,82.0,True
924,-28.0,False
925,82.0,True
926,82.0,True
927,-113.0,False
928,-113.0,False
929,82.0,True
930,82.0,True
931,82.0,True
